"SERIES_CODE","COUNTRY.ID","COUNTRY","INDICATOR.ID","INDICATOR","SCALE.ID","SCALE","UNIT.ID","UNIT","COUNTRY_UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","KEY_INDICATOR","SERIES_NAME","LATEST_ACTUAL_ANNUAL_DATA","HISTORICAL_DATA_SOURCE","BASE_YEAR","START_END_MONTHS_OF_REPORTING_YEAR","CHAIN_WEIGHTED","PRIMARY_DOMESTIC_CURRENCY","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030"
"NIC.NGDP_R.A","NIC","Nicaragua","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/9/2025","System of National Accounts (SNA) 2008","Due to political and economic events (civil war and hyperinflation) data prior to 1995 are less reliable. Latest actual data for real sector indicators may be lagging by one or two quarters. Chain-weighted comments: annual overlap.","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","Central Bank","2006","January/December","Yes, from 2006","Nicaraguan córdoba",79.191,83.436,82.754,86.573,85.218,81.738,80.908,80.337,70.375,69.183,69.091,68.984,69.26,68.983,72.432,76.715,81.582,84.818,87.966,94.155,98.017,100.919,101.68,104.243,109.821,114.482,118.838,124.87,129.161,124.908,130.416,138.654,147.661,154.937,162.351,170.132,177.895,186.134,179.873,174.663,170.756,188.608,195.304,203.951,211.269,217.595,223.865,231.165,239.025,247.152,255.555
"NIC.NGDPRPC.A","NIC","Nicaragua","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/9/2025","System of National Accounts (SNA) 2008","Due to political and economic events (civil war and hyperinflation) data prior to 1995 are less reliable. Latest actual data for real sector indicators may be lagging by one or two quarters. Chain-weighted comments: annual overlap.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","Central Bank","2006","January/December","Yes, from 2006","Nicaraguan córdoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16849.076,17329.983,17934.756,18164.764,18467.159,19379.177,19773.584,19949.831,19696.731,19789.044,20432.422,20877.713,21518.412,22316.042,22784.15,21649.657,22321.23,23435.971,24229.031,25160.659,26093.099,27061.711,28003.923,28999.549,27769.791,26655.054,25816.602,28192.479,28857.477,29788.455,30502.149,31053.97,31581.222,32235.813,32948.291,33676.516,34420.836
"NIC.NGDPRPPPPC.A","NIC","Nicaragua","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/9/2025","System of National Accounts (SNA) 2008","Due to political and economic events (civil war and hyperinflation) data prior to 1995 are less reliable. Latest actual data for real sector indicators may be lagging by one or two quarters. Chain-weighted comments: annual overlap.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","Central Bank","2006","January/December","Yes, from 2006","Nicaraguan córdoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4225.947,4346.564,4498.249,4555.937,4631.782,4860.527,4959.449,5003.653,4940.173,4963.326,5124.693,5236.377,5397.072,5597.127,5714.534,5429.99,5598.428,5878.018,6076.927,6310.59,6544.457,6787.397,7023.715,7273.429,6964.992,6685.402,6475.109,7071.007,7237.796,7471.296,7650.299,7788.702,7920.943,8085.123,8263.82,8446.468,8633.152
"NER.NGDP_R.A","NER","Niger","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","8/21/2025","System of National Accounts (SNA) 2008","2023 National Accounts reflect preliminary estimates from the authorities.","true","Gross domestic product (GDP), Constant prices, Domestic currency","2022","National Statistics Office","2015","January/December","No","CFA franc",2291.866,2287.794,2337.541,2247.227,1869.247,2013.519,2141.42,2143.31,2290.58,2312.502,2282.244,2272.2,2317.658,2325.143,2368.344,2426.469,2428.889,2465.967,2711.957,2705.926,2673.222,2867.547,3008.627,3074.321,3085.437,3311.742,3508.214,3618.495,3898.304,3974.819,4315.89,4417.573,4883.263,5142.598,5484.271,5725.216,6053.894,6356.672,6802.111,7219.941,7476.243,7578.018,8476.904,8678.221,9572.077,10208.548,10895.373,11608.866,12305.482,13043.888,13829.475
"NER.NGDPRPC.A","NER","Niger","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","8/21/2025","System of National Accounts (SNA) 2008","2023 National Accounts reflect preliminary estimates from the authorities.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2022","National Statistics Office","2015","January/December","No","CFA franc",395576.053,381858.821,377078.335,350326.962,281781.77,293783.439,302616.751,293493.539,304028.945,297544.028,284621.718,274344.604,270623.606,262393.71,258244.776,255679.126,247174.965,242279.216,257162.008,247570.572,235909.525,244018.237,246811.409,243068.057,235064.529,243073.123,248036.029,246400.885,255611.284,250885.893,262140.622,258114.706,274414.47,277913.945,285042.625,286236.999,291209.426,294257.939,303086.265,309726.279,308850.857,301542.858,324989.054,320629.064,340887.9,350501.819,360729.348,370717.235,379114.447,387800.347,396873.89
"NER.NGDPRPPPPC.A","NER","Niger","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","8/21/2025","System of National Accounts (SNA) 2008","2023 National Accounts reflect preliminary estimates from the authorities.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2022","National Statistics Office","2015","January/December","No","CFA franc",2028.002,1957.678,1933.17,1796.024,1444.613,1506.142,1551.427,1504.655,1558.667,1525.421,1459.172,1406.484,1387.408,1345.216,1323.945,1310.792,1267.194,1242.095,1318.394,1269.222,1209.439,1251.01,1265.33,1246.139,1205.107,1246.165,1271.608,1263.225,1310.444,1286.218,1343.918,1323.278,1406.843,1424.783,1461.33,1467.453,1492.945,1508.574,1553.834,1587.876,1583.388,1545.922,1666.124,1643.771,1747.632,1796.92,1849.354,1900.559,1943.609,1988.139,2034.656
"NGA.NGDP_R.A","NGA","Nigeria","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/26/2025","System of National Accounts (SNA) 2008","Nigeria released revised and rebased national accounts data, with 2019 as the new base year. This replaces the 2010 benchmark and aligns national accounts statistics with updated international standards, including the 2008 SNA, BPM6 and the GFSM 2014. The rebasing entailed broader sectoral and data coverage capturing previously unrecorded activities such as the digital economy, parts of the informal economy (particularly in the agriculture sector), pension and health insurance schemes, social insurance trust funds, household firms, quarrying and other minerals and modular oil refining. Adding to dedicated sectoral studies, the rebasing drew on more comprehensive data coverage of household and informal sector activity, including from the National Business Sample Census and the Survey of Establishments, the National Agricultural Sample Census and Survey, and the 2019 and 2023 Nigeria Living Standards Surveys. The rebasing exercise resulted in an upward revision of the nominal GDP by 40.8 percent in 2019.","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2019","January/December","No","Nigerian naira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54919.895,54616.721,55814.735,56690.36,56835.813,57899.978,60246.104,61984.756,63531.649,63863.185,67387.475,71880.095,82377.739,90205.771,99625.061,106607.24,113777.615,122103.953,130894.568,141828.641,157796.996,165509.147,172591.742,181902.061,193379.566,198509.331,195299.697,196873.592,200658.993,205090.406,192028.406,194158.486,202543.86,209282.181,217784.706,226346.369,235943.279,245353.585,255051.889,265189.242,275766.859
"NGA.NGDPRPC.A","NGA","Nigeria","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/26/2025","System of National Accounts (SNA) 2008","Nigeria released revised and rebased national accounts data, with 2019 as the new base year. This replaces the 2010 benchmark and aligns national accounts statistics with updated international standards, including the 2008 SNA, BPM6 and the GFSM 2014. The rebasing entailed broader sectoral and data coverage capturing previously unrecorded activities such as the digital economy, parts of the informal economy (particularly in the agriculture sector), pension and health insurance schemes, social insurance trust funds, household firms, quarrying and other minerals and modular oil refining. Adding to dedicated sectoral studies, the rebasing drew on more comprehensive data coverage of household and informal sector activity, including from the National Business Sample Census and the Survey of Establishments, the National Agricultural Sample Census and Survey, and the 2019 and 2023 Nigeria Living Standards Surveys. The rebasing exercise resulted in an upward revision of the nominal GDP by 40.8 percent in 2019.","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2019","January/December","No","Nigerian naira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586692.158,566869.171,562837.096,555417.675,541014.856,535478.627,541339.037,541130.366,538869.701,526284.823,539543.029,559154.958,622601.314,662385.963,710758.447,738952.908,766237.711,798937.951,832111.608,875992.791,946917.083,965745.917,979518.333,1004709.308,1040251.615,1041104.401,999263.199,983116.554,979116.872,979018.918,897345.014,888478.105,907654.254,918375.798,935985.88,952728.582,972650.948,990593.683,1008522.131,1026990.754,1045939.218
"NGA.NGDPRPPPPC.A","NGA","Nigeria","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/26/2025","System of National Accounts (SNA) 2008","Nigeria released revised and rebased national accounts data, with 2019 as the new base year. This replaces the 2010 benchmark and aligns national accounts statistics with updated international standards, including the 2008 SNA, BPM6 and the GFSM 2014. The rebasing entailed broader sectoral and data coverage capturing previously unrecorded activities such as the digital economy, parts of the informal economy (particularly in the agriculture sector), pension and health insurance schemes, social insurance trust funds, household firms, quarrying and other minerals and modular oil refining. Adding to dedicated sectoral studies, the rebasing drew on more comprehensive data coverage of household and informal sector activity, including from the National Business Sample Census and the Survey of Establishments, the National Agricultural Sample Census and Survey, and the 2019 and 2023 Nigeria Living Standards Surveys. The rebasing exercise resulted in an upward revision of the nominal GDP by 40.8 percent in 2019.","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2019","January/December","No","Nigerian naira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5010.929,4841.622,4807.184,4743.814,4620.8,4573.515,4623.569,4621.787,4602.478,4494.991,4608.229,4775.735,5317.629,5657.429,6070.578,6311.386,6544.425,6823.718,7107.053,7481.842,8087.605,8248.422,8366.052,8581.208,8884.774,8892.058,8534.693,8396.785,8362.623,8361.787,7664.211,7588.479,7752.262,7843.835,7994.242,8137.241,8307.398,8460.647,8613.773,8771.513,8933.352
"MKD.NGDP_R.A","MKD","North Macedonia, Republic of","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/10/2025","European System of Accounts (ESA) 2010","","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2005","January/December","No","Macedonian denar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.265,249.071,244.587,241.897,244.8,248.106,256.495,267.646,279.794,271.212,275.264,281.381,294.534,308.447,324.292,345.285,364.179,362.873,375.061,383.837,382.087,393.262,407.536,423.25,435.305,440.013,452.688,470.39,448.337,468.56,481.486,491.466,505.011,522.181,538.891,556.136,573.376,591.15,608.885
"MKD.NGDPRPC.A","MKD","North Macedonia, Republic of","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/10/2025","European System of Accounts (ESA) 2010","","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2005","January/December","No","Macedonian denar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139330.104,128257.235,125307.915,123197.497,123816.179,125093.082,128700.379,133704.45,139234.76,134522.42,136154.07,138855.722,145612.33,153813.687,162610.647,174128.526,184722.391,185254.255,192704.766,198119.849,197990.798,204534.731,212528.702,221315.029,228349.227,231749.547,239637.945,250705.872,241544.584,255052.381,262861.028,268881.66,277624.577,288520.843,299358.069,310602.356,322040.899,333984.657,346160.778
"MKD.NGDPRPPPPC.A","MKD","North Macedonia, Republic of","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/10/2025","European System of Accounts (ESA) 2010","","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2005","January/December","No","Macedonian denar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12221.686,11250.402,10991.695,10806.574,10860.844,10972.85,11289.273,11728.218,12213.323,11799.968,11943.093,12180.075,12772.747,13492.15,14263.797,15274.116,16203.383,16250.037,16903.577,17378.575,17367.255,17941.272,18642.483,19413.198,20030.22,20328.487,21020.438,21991.288,21187.683,22372.553,23057.508,23585.623,24352.53,25308.323,26258.937,27245.257,28248.618,29296.294,30364.353
"NOR.NGDP_R.A","NOR","Norway","NGDP_R","Gross domestic product (GDP), Constant prices, Domestic currency",9,"Billions","XDC","Domestic currency","9/23/2025","European System of Accounts (ESA) 2010","","true","Gross domestic product (GDP), Constant prices, Domestic currency","2024","National Statistics Office","2022","January/December","Yes, from 1980","Norwegian krone",2168.022,2202.672,2207.856,2295.574,2434.512,2569.709,2673.58,2720.463,2713.52,2741.693,2794.671,2880.872,2983.846,3068.742,3223.877,3357.849,3526.678,3713.048,3812.14,3891.129,4020.273,4103.377,4159.903,4199.211,4367.793,4485.073,4595.472,4729.386,4752.177,4659.967,4696.645,4748.572,4877.637,4927.203,5028.118,5121.508,5181.159,5308.81,5352.816,5412.968,5343.781,5552.653,5732.906,5737.041,5857.358,5926.555,6022.264,6115.94,6198.468,6280.944,6364.537
"NOR.NGDPRPC.A","NOR","Norway","NGDPRPC","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",0,"Units","XDC","Domestic currency","9/23/2025","European System of Accounts (ESA) 2010","","true","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency","2024","National Statistics Office","2022","January/December","Yes, from 1980","Norwegian krone",529775.63,536313.176,535560.972,555243.831,587217.322,617839.256,640531.097,647993.266,642909.707,647677.267,657595.951,674041.127,694041.795,709566.074,741392.141,768394.06,802847.169,841330.667,858480.653,869850.259,893234.012,907946.691,914806.846,918277.015,949684.967,968322.028,983647.023,1001644.774,992721.152,962271.067,956907.974,954865.134,968142.986,966819.653,975112.146,983877.233,986480.435,1003501.133,1005425.125,1010487.439,992423.73,1025389.249,1047060.22,1036768.046,1048757.718,1053087.79,1061966.88,1070294.451,1076498.098,1082536.911,1088612.956
"NOR.NGDPRPPPPC.A","NOR","Norway","NGDPRPPPPC","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",0,"Units","","","9/23/2025","European System of Accounts (ESA) 2010","","","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021","2024","National Statistics Office","2022","January/December","Yes, from 1980","Norwegian krone",46032.365,46600.414,46535.055,48245.304,51023.491,53684.24,55655.941,56304.331,55862.619,56276.873,57138.711,58567.637,60305.501,61654.411,64419.787,66765.992,69759.633,73103.476,74593.643,75581.552,77613.373,78891.762,79487.843,79789.367,82518.414,84137.794,85469.387,87033.217,86257.841,83612.024,83146.023,82968.52,84122.237,84007.252,84727.789,85489.39,85715.583,87194.517,87361.693,87801.559,86231.998,89096.382,90979.379,90085.089,91126.875,91503.116,92274.623,92998.208,93537.245,94061.959,94589.909
